           1   3.16227770    
           2   2.58702731    
           3   2.00997949    
           4   13.0756693    
           5   1.30483019    
           6   1.67193699    
           7   5.52980232    
           8  0.850031555    
           9  0.380881101    
          10  0.251036853    
          11  0.411403418    
          12  0.794967413    
          13   2.20777369    
          14   2.77769446    
          15  0.603769243    
          16  0.148342222    
          17  0.148524150    
          18  0.420539975    
          19  0.871879101    
          20   2.89965129    
          21   2.01045465    
          22  0.506848156    
          23   9.41327661E-02
          24  0.177486405    
          25  0.464301765    
          26  0.973729372    
          27   4.16496277    
          28   1.56573880    
          29  0.429909378    
          30   5.29922508E-02
          31  0.212761611    
          32  0.512311697    
          33   1.09540677    
          34   7.42261887    
          35   1.26519346    
          36  0.363636643    
          37   1.38722658E-02
          38  0.248608679    
          39  0.562318861    
          40   1.25000000    
          41   37.3333321    
          42   1.04511273    
          43  0.303664923    
          44   2.13904604E-02
          45  0.289655179    
          46  0.629213512    
          47   1.54285717    
          48   11.0000000    
          49  0.870370388    
          50  0.270270258    
          51   4.22535203E-02
          52  0.314814806    
          53  0.687500000    
          54   2.20000005    
          55   2.66666675    
          56  0.571428597    
          57  0.222222224    
          58  0.285714298    
          59  0.400000006    
          60  0.666666687    
          61   5.00000000    
          62   1.33333337    
          63  0.250000000    
          64  0.333333343    
          65   1.00000000    
          66  0.500000000    
          67   1.00000000    
          68         Infinity
          69              NaN
