           1   1.10669825E-02
           2   1.20913452E-02
           3   1.30477538E-02
           4   1.39981387E-02
           5   1.49672041E-02
           6   1.59693398E-02
           7   1.70159563E-02
           8   1.81171615E-02
           9   1.92817878E-02
          10   2.05191728E-02
          11   2.18383837E-02
          12   2.32507233E-02
          13   2.47668214E-02
          14   2.63988283E-02
          15   2.81624682E-02
          16   3.00725382E-02
          17   3.21476869E-02
          18   3.44094373E-02
          19   3.68819237E-02
          20   3.95936556E-02
          21   4.25778218E-02
          22   4.58727479E-02
          23   4.95246835E-02
          24   5.35887405E-02
          25   5.81296124E-02
          26   6.32259697E-02
          27   6.89731017E-02
          28   7.54876360E-02
          29   8.29134807E-02
          30   9.14292559E-02
          31  0.101259559    
          32  0.112689711    
          33  0.126085356    
          34  0.141923204    
          35  0.160831675    
          36  0.183651358    
          37  0.211527452    
          38  0.246042922    
          39  0.289425492    
          40  0.344855964    
          41  0.416941524    
          42  0.512476563    
          43  0.641945958    
          44  0.823418736    
          45   1.09277058    
          46   1.52729034    
          47   2.30683231    
          48   3.92662215    
          49   8.22357750    
          50   27.5245209    
