           1   1.10672377E-02
           2   1.20916357E-02
           3   1.30481990E-02
           4   1.39981220E-02
           5   1.49666760E-02
           6   1.59688164E-02
           7   1.70155466E-02
           8   1.81172471E-02
           9   1.92816984E-02
          10   2.05190778E-02
          11   2.18387228E-02
          12   2.32508313E-02
          13   2.47664806E-02
          14   2.63989083E-02
          15   2.81622410E-02
          16   3.00722271E-02
          17   3.21477391E-02
          18   3.44095677E-02
          19   3.68819870E-02
          20   3.95935625E-02
          21   4.25778329E-02
          22   4.58727255E-02
          23   4.95251454E-02
          24   5.35888858E-02
          25   5.81292845E-02
          26   6.32255301E-02
          27   6.89732730E-02
          28   7.54876062E-02
          29   8.29135701E-02
          30   9.14295465E-02
          31  0.101259209    
          32  0.112689786    
          33  0.126084745    
          34  0.141923174    
          35  0.160831228    
          36  0.183650941    
          37  0.211527526    
          38  0.246042877    
          39  0.289425761    
          40  0.344855607    
          41  0.416940510    
          42  0.512476444    
          43  0.641944230    
          44  0.823415875    
          45   1.09276867    
          46   1.52729213    
          47   2.30682874    
          48   3.92662692    
          49   8.22358227    
          50   27.5245323    
